TKNR;Zst;Land;Strklas;Strnum;Datum;Wotag;Fahrtzw;Stunde;KFZ_R1;K_KFZ_R1;KFZ_R2;K_KFZ_R2;Lkw_R1;K_Lkw_R1;Lkw_R2;K_Lkw_R2;PLZ_R1;K_PLZ_R1;Pkw_R1;K_Pkw_R1;Lfw_R1;K_Lfw_R1;Mot_R1;K_Mot_R1;PmA_R1;K_PmA_R1;Bus_R1;K_Bus_R1;LoA_R1;K_LoA_R1;Lzg_R1;K_Lzg_R1;Sat_R1;K_Sat_R1;Son_R1;K_Son_R1;PLZ_R2;K_PLZ_R2;Pkw_R2;K_Pkw_R2;Lfw_R2;K_Lfw_R2;Mot_R2;K_Mot_R2;PmA_R2;K_PmA_R2;Bus_R2;K_Bus_R2;LoA_R2;K_LoA_R2;Lzg_R2;K_Lzg_R2;Sat_R2;K_Sat_R2;Son_R2;K_Son_R2
8312;8003;08;A;  98;230101; 7;s;01;  123;-;   77;-;    0;-;    0;-;  123;-;  114;-;    9;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;   77;-;   72;-;    5;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
8312;8003;08;A;  98;230101; 7;s;02;  208;-;  198;-;    0;-;    0;-;  208;-;  204;-;    4;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;  198;-;  192;-;    6;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
8312;8003;08;A;  98;230101; 7;s;03;  196;-;  148;-;    0;-;    0;-;  196;-;  188;-;    8;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;  148;-;  144;-;    4;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
8312;8003;08;A;  98;230101; 7;s;04;  123;-;  102;-;    1;-;    0;-;  122;-;  118;-;    4;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-;  101;-;   97;-;    4;-;    0;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-
8312;8003;08;A;  98;230101; 7;s;05;   78;-;   49;-;    1;-;    0;-;   77;-;   74;-;    3;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-;   49;-;   47;-;    2;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
8312;8003;08;A;  98;230101; 7;s;06;   74;-;   55;-;    2;-;    1;-;   72;-;   72;-;    0;-;    0;-;    0;-;    1;-;    1;-;    0;-;    0;-;    0;-;   53;-;   50;-;    3;-;    0;-;    1;-;    0;-;    1;-;    0;-;    0;-;    0;-
8312;8003;08;A;  98;230101; 7;s;07;   37;-;   48;-;    2;-;    2;-;   35;-;   32;-;    3;-;    0;-;    0;-;    0;-;    1;-;    1;-;    1;-;    0;-;   46;-;   43;-;    3;-;    0;-;    0;-;    0;-;    1;-;    1;-;    1;-;    0;-
8312;8003;08;A;  98;230101; 7;s;08;   39;-;   42;-;    1;-;    2;-;   38;-;   35;-;    3;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    0;-;   39;-;   38;-;    1;-;    0;-;    1;-;    0;-;    1;-;    1;-;    1;-;    0;-
8312;8003;08;A;  98;230101; 7;s;09;   63;-;   80;-;    3;-;    2;-;   59;-;   54;-;    5;-;    0;-;    1;-;    1;-;    1;-;    1;-;    1;-;    0;-;   78;-;   71;-;    7;-;    0;-;    0;-;    1;-;    0;-;    1;-;    1;-;    0;-
8312;8003;08;A;  98;230101; 7;s;10;  113;-;  243;-;    1;-;    2;-;  112;-;  106;-;    6;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    0;-;  241;-;  226;-;   14;-;    1;-;    0;-;    0;-;    1;-;    1;-;    1;-;    0;-
8312;8003;08;A;  98;230101; 7;s;11;  208;-;  344;-;    2;-;    1;-;  204;-;  186;-;   18;-;    0;-;    2;-;    0;-;    1;-;    1;-;    1;-;    0;-;  340;-;  315;-;   23;-;    2;-;    2;-;    0;-;    0;-;    1;-;    1;-;    1;-
8312;8003;08;A;  98;230101; 7;s;12;  332;-;  487;-;    2;-;    1;-;  329;-;  299;-;   29;-;    1;-;    1;-;    1;-;    0;-;    1;-;    1;-;    0;-;  483;-;  455;-;   27;-;    1;-;    2;-;    0;-;    1;-;    0;-;    0;-;    1;-
8312;8003;08;A;  98;230101; 7;s;13;  537;-;  649;-;    0;-;    4;-;  535;-;  501;-;   34;-;    0;-;    2;-;    0;-;    0;-;    0;-;    0;-;    0;-;  644;-;  600;-;   37;-;    7;-;    1;-;    2;-;    0;-;    2;-;    2;-;    0;-
8312;8003;08;A;  98;230101; 7;s;14;  530;-;  728;-;    3;-;    0;-;  526;-;  491;-;   30;-;    5;-;    1;-;    0;-;    1;-;    2;-;    2;-;    0;-;  724;-;  684;-;   36;-;    4;-;    3;-;    0;-;    0;-;    0;-;    0;-;    1;-
8312;8003;08;A;  98;230101; 7;s;15;  639;-;  858;-;    1;-;    3;-;  638;-;  585;-;   42;-;   11;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-;  855;-;  804;-;   46;-;    5;-;    0;-;    0;-;    1;-;    2;-;    2;-;    0;-
8312;8003;08;A;  98;230101; 7;s;16;  679;-;  730;-;    1;-;    1;-;  677;-;  637;-;   34;-;    6;-;    1;-;    0;-;    0;-;    1;-;    1;-;    0;-;  729;-;  680;-;   44;-;    5;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-
8312;8003;08;A;  98;230101; 7;s;17;  779;-;  640;-;    2;-;    1;-;  776;-;  732;-;   37;-;    7;-;    1;-;    0;-;    1;-;    1;-;    1;-;    0;-;  637;-;  596;-;   38;-;    3;-;    1;-;    0;-;    0;-;    1;-;    1;-;    1;-
8312;8003;08;A;  98;230101; 7;s;18;  802;-;  555;-;    1;-;    0;-;  800;-;  752;-;   45;-;    3;-;    1;-;    0;-;    1;-;    0;-;    0;-;    0;-;  553;-;  518;-;   35;-;    0;-;    1;-;    0;-;    0;-;    0;-;    0;-;    1;-
8312;8003;08;A;  98;230101; 7;s;19;  659;-;  428;-;    3;-;    2;-;  656;-;  621;-;   35;-;    0;-;    0;-;    0;-;    0;-;    3;-;    1;-;    0;-;  425;-;  404;-;   21;-;    0;-;    1;-;    2;-;    0;-;    0;-;    0;-;    0;-
8312;8003;08;A;  98;230101; 7;s;20;  467;-;  280;-;    0;-;    3;-;  465;-;  440;-;   25;-;    0;-;    2;-;    0;-;    0;-;    0;-;    0;-;    0;-;  273;-;  258;-;   15;-;    0;-;    3;-;    0;-;    1;-;    2;-;    1;-;    1;-
8312;8003;08;A;  98;230101; 7;s;21;  435;-;  237;-;    3;-;    1;-;  430;-;  400;-;   29;-;    1;-;    2;-;    0;-;    2;-;    1;-;    0;-;    0;-;  235;-;  227;-;    8;-;    0;-;    1;-;    1;-;    0;-;    0;-;    0;-;    0;-
8312;8003;08;A;  98;230101; 7;s;22;  310;-;  186;-;    1;-;    1;-;  308;-;  292;-;   16;-;    0;-;    1;-;    1;-;    0;-;    0;-;    0;-;    0;-;  185;-;  176;-;    9;-;    0;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-
8312;8003;08;A;  98;230101; 7;s;23;  239;-;  100;-;    0;-;    2;-;  239;-;  223;-;   16;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;   98;-;   95;-;    3;-;    0;-;    0;-;    0;-;    0;-;    2;-;    1;-;    0;-
8312;8003;08;A;  98;230101; 7;s;24;  122;-;   69;-;    1;-;    2;-;  121;-;  115;-;    6;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    0;-;   67;-;   62;-;    4;-;    1;-;    0;-;    1;-;    0;-;    1;-;    0;-;    0;-
8312;8003;08;A;  98;230102; 1;u;01;   70;-;   50;-;    1;-;    2;-;   69;-;   62;-;    7;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    0;-;   48;-;   43;-;    5;-;    0;-;    0;-;    0;-;    0;-;    2;-;    2;-;    0;-
8312;8003;08;A;  98;230102; 1;u;02;   46;-;   21;-;    1;-;    0;-;   45;-;   41;-;    4;-;    0;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-;   20;-;   19;-;    1;-;    0;-;    1;-;    0;-;    0;-;    0;-;    0;-;    0;-
8312;8003;08;A;  98;230102; 1;u;03;   32;-;   21;-;    5;-;    2;-;   27;-;   23;-;    4;-;    0;-;    0;-;    0;-;    0;-;    5;-;    4;-;    0;-;   18;-;   16;-;    2;-;    0;-;    0;-;    0;-;    0;-;    2;-;    2;-;    1;-
8312;8003;08;A;  98;230102; 1;u;04;   31;-;   26;-;    7;-;    3;-;   24;-;   23;-;    1;-;    0;-;    0;-;    0;-;    2;-;    5;-;    4;-;    0;-;   23;-;   23;-;    0;-;    0;-;    0;-;    0;-;    1;-;    2;-;    2;-;    0;-
8312;8003;08;A;  98;230102; 1;u;05;   91;-;   40;-;   17;-;    4;-;   74;-;   72;-;    2;-;    0;-;    0;-;    1;-;    7;-;    9;-;    7;-;    0;-;   36;-;   29;-;    7;-;    0;-;    0;-;    0;-;    1;-;    3;-;    3;-;    0;-
8312;8003;08;A;  98;230102; 1;u;06;  262;-;  176;-;   27;-;    6;-;  234;-;  219;-;   15;-;    0;-;    1;-;    2;-;    3;-;   22;-;   19;-;    0;-;  169;-;  164;-;    5;-;    0;-;    1;-;    0;-;    3;-;    3;-;    2;-;    0;-
8312;8003;08;A;  98;230102; 1;u;07;  488;-;  285;-;   45;-;   22;-;  443;-;  401;-;   41;-;    1;-;    0;-;    1;-;   11;-;   33;-;   30;-;    0;-;  261;-;  230;-;   29;-;    2;-;    0;-;    0;-;    6;-;   16;-;   12;-;    2;-
8312;8003;08;A;  98;230102; 1;u;08;  610;-;  481;-;   46;-;   27;-;  560;-;  515;-;   43;-;    2;-;    4;-;    0;-;   17;-;   29;-;   22;-;    0;-;  451;-;  414;-;   37;-;    0;-;    2;-;    1;-;    8;-;   18;-;   10;-;    1;-
8312;8003;08;A;  98;230102; 1;u;09;  472;-;  505;-;   53;-;   32;-;  413;-;  345;-;   68;-;    0;-;    6;-;    1;-;   21;-;   31;-;   24;-;    0;-;  470;-;  432;-;   36;-;    2;-;    3;-;    3;-;    8;-;   21;-;   18;-;    0;-
8312;8003;08;A;  98;230102; 1;u;10;  470;-;  781;-;   46;-;   60;-;  421;-;  371;-;   49;-;    1;-;    3;-;    0;-;   12;-;   34;-;   26;-;    0;-;  716;-;  659;-;   56;-;    1;-;    5;-;    2;-;   19;-;   39;-;   34;-;    0;-
8312;8003;08;A;  98;230102; 1;u;11;  580;-;  827;-;   42;-;   53;-;  529;-;  457;-;   71;-;    1;-;    9;-;    0;-;   11;-;   31;-;   25;-;    0;-;  764;-;  689;-;   75;-;    0;-;    7;-;    3;-;   17;-;   33;-;   27;-;    3;-
8312;8003;08;A;  98;230102; 1;u;12;  710;-;  891;-;   41;-;   50;-;  664;-;  577;-;   86;-;    1;-;    3;-;    0;-;   13;-;   28;-;   22;-;    2;-;  835;-;  758;-;   76;-;    1;-;    5;-;    0;-;   13;-;   37;-;   29;-;    1;-
8312;8003;08;A;  98;230102; 1;u;13; 1002;-;  985;-;   41;-;   44;-;  951;-;  852;-;   96;-;    3;-;   10;-;    0;-;   10;-;   31;-;   27;-;    0;-;  937;-;  848;-;   88;-;    1;-;    3;-;    2;-;   14;-;   28;-;   23;-;    1;-
8312;8003;08;A;  98;230102; 1;u;14; 1076;-; 1023;-;   52;-;   45;-; 1017;-;  935;-;   79;-;    3;-;    7;-;    0;-;   11;-;   41;-;   28;-;    0;-;  969;-;  889;-;   74;-;    6;-;    9;-;    1;-;    8;-;   36;-;   24;-;    0;-
8312;8003;08;A;  98;230102; 1;u;15; 1015;-; 1191;-;   36;-;   45;-;  972;-;  897;-;   69;-;    6;-;    7;-;    0;-;    9;-;   27;-;   24;-;    0;-; 1139;-; 1034;-;  103;-;    2;-;    7;-;    2;-;   17;-;   26;-;   18;-;    0;-
8312;8003;08;A;  98;230102; 1;u;16; 1043;-; 1192;-;   32;-;   51;-; 1009;-;  918;-;   84;-;    7;-;    2;-;    0;-;   10;-;   22;-;   19;-;    0;-; 1130;-; 1027;-;  100;-;    3;-;   10;-;    3;-;   16;-;   32;-;   19;-;    1;-
8312;8003;08;A;  98;230102; 1;u;17; 1362;-; 1238;-;   26;-;   37;-; 1333;-; 1227;-;  104;-;    2;-;    3;-;    1;-;    7;-;   18;-;   15;-;    0;-; 1190;-; 1086;-;  102;-;    2;-;    9;-;    2;-;   11;-;   24;-;   15;-;    2;-
8312;8003;08;A;  98;230102; 1;u;18; 1245;-; 1156;-;   20;-;   32;-; 1220;-; 1139;-;   80;-;    1;-;    5;-;    0;-;    5;-;   15;-;   12;-;    0;-; 1113;-; 1030;-;   81;-;    2;-;    7;-;    4;-;    7;-;   21;-;   13;-;    4;-
8312;8003;08;A;  98;230102; 1;u;19;  860;-;  694;-;   14;-;   19;-;  842;-;  775;-;   66;-;    1;-;    3;-;    0;-;    1;-;   13;-;   11;-;    1;-;  673;-;  617;-;   55;-;    1;-;    2;-;    1;-;    2;-;   16;-;   12;-;    0;-
8312;8003;08;A;  98;230102; 1;u;20;  655;-;  368;-;   10;-;   13;-;  640;-;  605;-;   34;-;    1;-;    4;-;    0;-;    1;-;    9;-;    8;-;    1;-;  352;-;  313;-;   39;-;    0;-;    2;-;    0;-;    2;-;   11;-;   10;-;    1;-
8312;8003;08;A;  98;230102; 1;u;21;  552;-;  232;-;    9;-;   10;-;  542;-;  519;-;   23;-;    0;-;    0;-;    2;-;    3;-;    4;-;    4;-;    1;-;  221;-;  199;-;   22;-;    0;-;    1;-;    1;-;    0;-;    9;-;    3;-;    0;-
8312;8003;08;A;  98;230102; 1;u;22;  418;-;  197;-;    6;-;    2;-;  412;-;  379;-;   31;-;    2;-;    0;-;    1;-;    1;-;    4;-;    3;-;    0;-;  195;-;  180;-;   14;-;    1;-;    0;-;    0;-;    1;-;    1;-;    1;-;    0;-
8312;8003;08;A;  98;230102; 1;u;23;  238;-;  134;-;    5;-;    1;-;  232;-;  221;-;   11;-;    0;-;    1;-;    0;-;    1;-;    4;-;    3;-;    0;-;  133;-;  128;-;    4;-;    1;-;    0;-;    0;-;    0;-;    1;-;    1;-;    0;-
8312;8003;08;A;  98;230102; 1;u;24;  123;-;   66;-;    3;-;    2;-;  120;-;  111;-;    9;-;    0;-;    0;-;    0;-;    1;-;    2;-;    2;-;    0;-;   64;-;   60;-;    4;-;    0;-;    0;-;    1;-;    0;-;    1;-;    1;-;    0;-
8312;8003;08;A;  98;230103; 2;u;01;   70;-;   48;-;    3;-;    2;-;   67;-;   57;-;   10;-;    0;-;    0;-;    0;-;    0;-;    3;-;    1;-;    0;-;   46;-;   39;-;    7;-;    0;-;    0;-;    1;-;    0;-;    1;-;    0;-;    0;-
8312;8003;08;A;  98;230103; 2;u;02;   44;-;   33;-;    3;-;    1;-;   40;-;   39;-;    1;-;    0;-;    1;-;    0;-;    0;-;    3;-;    3;-;    0;-;   31;-;   29;-;    2;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    1;-
8312;8003;08;A;  98;230103; 2;u;03;   36;-;   20;-;    8;-;    1;-;   28;-;   22;-;    5;-;    1;-;    0;-;    0;-;    0;-;    8;-;    6;-;    0;-;   19;-;   17;-;    2;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-
8312;8003;08;A;  98;230103; 2;u;04;   41;-;   24;-;   13;-;    3;-;   28;-;   26;-;    2;-;    0;-;    0;-;    0;-;    5;-;    8;-;    6;-;    0;-;   21;-;   20;-;    1;-;    0;-;    0;-;    0;-;    2;-;    1;-;    1;-;    0;-
8312;8003;08;A;  98;230103; 2;u;05;  116;-;   43;-;   31;-;    3;-;   85;-;   77;-;    8;-;    0;-;    0;-;    1;-;    6;-;   24;-;   19;-;    0;-;   40;-;   35;-;    5;-;    0;-;    0;-;    0;-;    0;-;    3;-;    3;-;    0;-
8312;8003;08;A;  98;230103; 2;u;06;  367;-;  186;-;   48;-;   16;-;  317;-;  301;-;   16;-;    0;-;    1;-;    2;-;    9;-;   37;-;   29;-;    1;-;  169;-;  160;-;    9;-;    0;-;    1;-;    0;-;    2;-;   14;-;   12;-;    0;-
8312;8003;08;A;  98;230103; 2;u;07;  679;-;  301;-;   84;-;   28;-;  595;-;  549;-;   45;-;    1;-;    0;-;    1;-;    9;-;   74;-;   63;-;    0;-;  272;-;  237;-;   35;-;    0;-;    0;-;    0;-;   10;-;   18;-;   15;-;    1;-
8312;8003;08;A;  98;230103; 2;u;08;  838;-;  564;-;  100;-;   49;-;  738;-;  677;-;   59;-;    2;-;    0;-;    0;-;   22;-;   78;-;   63;-;    0;-;  515;-;  471;-;   44;-;    0;-;    0;-;    1;-;   11;-;   37;-;   23;-;    0;-
8312;8003;08;A;  98;230103; 2;u;09;  667;-;  551;-;   97;-;   55;-;  563;-;  475;-;   87;-;    1;-;    6;-;    0;-;   36;-;   61;-;   44;-;    1;-;  493;-;  442;-;   51;-;    0;-;    3;-;    1;-;   15;-;   39;-;   34;-;    0;-
8312;8003;08;A;  98;230103; 2;u;10;  511;-;  803;-;   81;-;   94;-;  429;-;  360;-;   69;-;    0;-;    1;-;    1;-;   17;-;   63;-;   52;-;    0;-;  703;-;  639;-;   64;-;    0;-;    5;-;    0;-;   21;-;   73;-;   54;-;    1;-
8312;8003;08;A;  98;230103; 2;u;11;  583;-;  844;-;   70;-;   98;-;  509;-;  412;-;   97;-;    0;-;    3;-;    0;-;   18;-;   52;-;   41;-;    1;-;  741;-;  663;-;   78;-;    0;-;    5;-;    1;-;   18;-;   79;-;   60;-;    0;-
8312;8003;08;A;  98;230103; 2;u;12;  592;-;  854;-;   59;-;  113;-;  528;-;  449;-;   78;-;    1;-;    5;-;    0;-;   11;-;   48;-;   40;-;    0;-;  735;-;  657;-;   78;-;    0;-;    6;-;    0;-;   21;-;   92;-;   71;-;    0;-
8312;8003;08;A;  98;230103; 2;u;13;  652;-;  823;-;   55;-;  121;-;  588;-;  523;-;   65;-;    0;-;    9;-;    0;-;    6;-;   49;-;   34;-;    0;-;  694;-;  617;-;   77;-;    0;-;    7;-;    2;-;   21;-;   98;-;   72;-;    1;-
8312;8003;08;A;  98;230103; 2;u;14;  633;-;  834;-;   67;-;   83;-;  563;-;  505;-;   57;-;    1;-;    3;-;    0;-;   17;-;   50;-;   38;-;    0;-;  747;-;  679;-;   68;-;    0;-;    3;-;    0;-;   13;-;   70;-;   62;-;    1;-
8312;8003;08;A;  98;230103; 2;u;15;  719;-;  965;-;   45;-;  101;-;  667;-;  593;-;   73;-;    1;-;    7;-;    0;-;   15;-;   30;-;   24;-;    0;-;  852;-;  759;-;   91;-;    2;-;   11;-;    0;-;   20;-;   81;-;   66;-;    1;-
8312;8003;08;A;  98;230103; 2;u;16;  889;-;  994;-;   49;-;   99;-;  836;-;  754;-;   80;-;    2;-;    4;-;    0;-;   13;-;   36;-;   31;-;    0;-;  885;-;  789;-;   93;-;    3;-;   10;-;    0;-;   21;-;   78;-;   62;-;    0;-
8312;8003;08;A;  98;230103; 2;u;17;  995;-; 1325;-;   49;-;   82;-;  938;-;  863;-;   73;-;    2;-;    7;-;    1;-;   11;-;   37;-;   31;-;    1;-; 1235;-; 1108;-;  126;-;    1;-;    7;-;    1;-;   13;-;   68;-;   52;-;    1;-
8312;8003;08;A;  98;230103; 2;u;18;  979;-; 1307;-;   27;-;   68;-;  950;-;  889;-;   59;-;    2;-;    2;-;    1;-;    1;-;   25;-;   19;-;    0;-; 1232;-; 1130;-;   96;-;    6;-;    6;-;    2;-;    9;-;   57;-;   47;-;    1;-
8312;8003;08;A;  98;230103; 2;u;19;  768;-;  691;-;   29;-;   37;-;  735;-;  681;-;   53;-;    1;-;    3;-;    2;-;    1;-;   26;-;   22;-;    1;-;  651;-;  590;-;   60;-;    1;-;    2;-;    0;-;    6;-;   31;-;   25;-;    1;-
8312;8003;08;A;  98;230103; 2;u;20;  512;-;  407;-;   13;-;   32;-;  498;-;  462;-;   36;-;    0;-;    1;-;    0;-;    5;-;    8;-;    7;-;    0;-;  373;-;  342;-;   31;-;    0;-;    1;-;    2;-;    6;-;   24;-;   18;-;    1;-
8312;8003;08;A;  98;230103; 2;u;21;  396;-;  238;-;   10;-;   10;-;  385;-;  354;-;   31;-;    0;-;    1;-;    1;-;    0;-;    9;-;    9;-;    0;-;  228;-;  209;-;   19;-;    0;-;    0;-;    0;-;    1;-;    9;-;    8;-;    0;-
8312;8003;08;A;  98;230103; 2;u;22;  332;-;  226;-;    3;-;    3;-;  329;-;  307;-;   21;-;    1;-;    0;-;    1;-;    0;-;    2;-;    2;-;    0;-;  222;-;  208;-;   14;-;    0;-;    0;-;    0;-;    0;-;    3;-;    2;-;    1;-
8312;8003;08;A;  98;230103; 2;u;23;  241;-;  158;-;    4;-;    2;-;  237;-;  221;-;   16;-;    0;-;    0;-;    1;-;    0;-;    3;-;    3;-;    0;-;  155;-;  147;-;    7;-;    1;-;    1;-;    0;-;    0;-;    2;-;    2;-;    0;-
8312;8003;08;A;  98;230103; 2;u;24;  103;-;   77;-;    1;-;    2;-;  102;-;   96;-;    6;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-;   75;-;   65;-;   10;-;    0;-;    0;-;    1;-;    0;-;    1;-;    1;-;    0;-
8312;8003;08;A;  98;230104; 3;u;01;   52;-;   52;-;    1;-;    2;-;   51;-;   47;-;    4;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    0;-;   50;-;   47;-;    3;-;    0;-;    0;-;    1;-;    0;-;    1;-;    1;-;    0;-
8312;8003;08;A;  98;230104; 3;u;02;   28;-;   19;-;    2;-;    0;-;   25;-;   24;-;    1;-;    0;-;    1;-;    0;-;    0;-;    2;-;    1;-;    0;-;   19;-;   15;-;    4;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-;    0;-
8312;8003;08;A;  98;230104; 3;u;03;   28;-;   17;-;    7;-;    1;-;   21;-;   19;-;    2;-;    0;-;    0;-;    0;-;    0;-;    7;-;    5;-;    0;-;   16;-;   13;-;    3;-;    0;-;    0;-;    0;-;    1;-;    0;-;    0;-;    0;-
8312;8003;08;A;  98;230104; 3;u;04;   32;-;   18;-;   15;-;    1;-;   17;-;   16;-;    1;-;    0;-;    0;-;    0;-;    2;-;   13;-;    6;-;    0;-;   17;-;   17;-;    0;-;    0;-;    0;-;    0;-;    0;-;    1;-;    1;-;    0;-
8312;8003;08;A;  98;230104; 3;u;05;  105;-;   42;-;   28;-;    4;-;   77;-;   67;-;   10;-;    0;-;    0;-;    0;-;   11;-;   17;-;   11;-;    0;-;   38;-;   31;-;    7;-;    0;-;    0;-;    0;-;    0;-;    4;-;    4;-;    0;-
8312;8003;08;A;  98;230104; 3;u;06;  318;-;  157;-;   48;-;   18;-;  270;-;  255;-;   15;-;    0;-;    0;-;    3;-;    7;-;   38;-;   29;-;    0;-;  139;-;  129;-;   10;-;    0;-;    0;-;    0;-;    7;-;   11;-;   10;-;    0;-
8312;8003;08;A;  98;230104; 3;u;07;  675;-;  311;-;   93;-;   33;-;  581;-;  529;-;   51;-;    1;-;    1;-;    1;-;   22;-;   70;-;   66;-;    0;-;  276;-;  236;-;   39;-;    1;-;    2;-;    0;-;   10;-;   23;-;   18;-;    0;-
8312;8003;08;A;  98;230104; 3;u;08;  807;-;  560;-;   99;-;   55;-;  704;-;  634;-;   70;-;    0;-;    3;-;    0;-;   21;-;   78;-;   64;-;    1;-;  505;-;  463;-;   40;-;    2;-;    0;-;    1;-;   11;-;   43;-;   30;-;    0;-
8312;8003;08;A;  98;230104; 3;u;09;  653;-;  548;-;  111;-;   70;-;  538;-;  457;-;   79;-;    2;-;    4;-;    0;-;   27;-;   84;-;   63;-;    0;-;  470;-;  407;-;   63;-;    0;-;    8;-;    0;-;   17;-;   53;-;   46;-;    0;-
8312;8003;08;A;  98;230104; 3;u;10;  492;-;  758;-;   90;-;  106;-;  393;-;  335;-;   57;-;    1;-;    8;-;    0;-;   27;-;   63;-;   52;-;    1;-;  651;-;  589;-;   62;-;    0;-;    1;-;    0;-;   23;-;   83;-;   69;-;    0;-
8312;8003;08;A;  98;230104; 3;u;11;  606;-;  830;-;   75;-;  123;-;  526;-;  429;-;   97;-;    0;-;    4;-;    0;-;   20;-;   55;-;   42;-;    1;-;  700;-;  633;-;   67;-;    0;-;    7;-;    2;-;   28;-;   93;-;   72;-;    0;-
8312;8003;08;A;  98;230104; 3;u;12;  646;-;  821;-;   73;-;  127;-;  564;-;  479;-;   84;-;    1;-;    8;-;    0;-;   16;-;   57;-;   44;-;    1;-;  684;-;  597;-;   87;-;    0;-;    9;-;    0;-;   26;-;  101;-;   81;-;    1;-
8312;8003;08;A;  98;230104; 3;u;13;  657;-;  826;-;   66;-;  132;-;  579;-;  513;-;   65;-;    1;-;   11;-;    0;-;   14;-;   52;-;   42;-;    1;-;  689;-;  625;-;   64;-;    0;-;    5;-;    0;-;   25;-;  107;-;   88;-;    0;-
8312;8003;08;A;  98;230104; 3;u;14;  673;-;  880;-;   46;-;  100;-;  618;-;  556;-;   60;-;    2;-;    9;-;    0;-;    8;-;   38;-;   29;-;    0;-;  776;-;  684;-;   92;-;    0;-;    4;-;    0;-;   20;-;   80;-;   65;-;    0;-
8312;8003;08;A;  98;230104; 3;u;15;  822;-;  987;-;   59;-;  114;-;  754;-;  694;-;   58;-;    2;-;    9;-;    1;-;   17;-;   41;-;   33;-;    0;-;  863;-;  781;-;   81;-;    1;-;    9;-;    0;-;   19;-;   95;-;   68;-;    1;-
8312;8003;08;A;  98;230104; 3;u;16;  801;-; 1149;-;   39;-;  136;-;  760;-;  686;-;   72;-;    2;-;    2;-;    1;-;    9;-;   29;-;   23;-;    0;-; 1007;-;  895;-;  111;-;    1;-;    6;-;    1;-;   30;-;  105;-;   82;-;    0;-
8312;8003;08;A;  98;230104; 3;u;17;  985;-; 1390;-;   39;-;   87;-;  940;-;  860;-;   79;-;    1;-;    5;-;    1;-;    5;-;   33;-;   26;-;    1;-; 1296;-; 1163;-;  132;-;    1;-;    5;-;    0;-;   11;-;   76;-;   64;-;    2;-
8312;8003;08;A;  98;230104; 3;u;18;  913;-; 1312;-;   27;-;   70;-;  881;-;  815;-;   66;-;    0;-;    5;-;    0;-;    3;-;   24;-;   19;-;    0;-; 1235;-; 1129;-;  102;-;    4;-;    6;-;    2;-;    8;-;   60;-;   49;-;    1;-
8312;8003;08;A;  98;230104; 3;u;19;  724;-;  953;-;   24;-;   32;-;  697;-;  650;-;   47;-;    0;-;    3;-;    1;-;    3;-;   20;-;   15;-;    0;-;  914;-;  851;-;   62;-;    1;-;    7;-;    0;-;    3;-;   29;-;   23;-;    0;-
8312;8003;08;A;  98;230104; 3;u;20;  531;-;  480;-;   25;-;   29;-;  503;-;  475;-;   27;-;    1;-;    3;-;    0;-;    1;-;   24;-;   21;-;    0;-;  448;-;  394;-;   53;-;    1;-;    2;-;    1;-;    4;-;   24;-;   16;-;    1;-
8312;8003;08;A;  98;230104; 3;u;21;  432;-;  271;-;   13;-;   14;-;  418;-;  398;-;   19;-;    1;-;    1;-;    1;-;    2;-;   10;-;    9;-;    0;-;  254;-;  231;-;   23;-;    0;-;    3;-;    1;-;    1;-;   12;-;    7;-;    0;-
8312;8003;08;A;  98;230104; 3;u;22;  323;-;  258;-;    7;-;    7;-;  315;-;  293;-;   22;-;    0;-;    1;-;    0;-;    0;-;    7;-;    7;-;    0;-;  251;-;  234;-;   17;-;    0;-;    0;-;    1;-;    0;-;    6;-;    6;-;    0;-
